date,name,close,pct,amount,turnover,pe,pb,code
2026-09-10,元件,60948.98,1.3,109944043117.0,5.85,69.61,,BK0459
2026-09-10,火力发电,2439.55,1.24,19697998409.0,1.92,14.82,,BK1377
2026-09-10,期货,524.7,1.22,889475660.0,1.85,23.35,,BK1361
2026-09-10,光伏发电,3263.55,1.19,3470214122.0,2.77,-118.65,,BK1375
2026-09-10,农商行Ⅲ,484.19,1.17,2435120505.0,1.19,6.11,,BK1612
2026-09-10,汽车综合服务,1190.91,1.15,485613680.0,1.92,136.77,,BK1524
2026-09-10,多元金融,602.77,1.05,7145997007.0,1.22,15.34,,BK0738
2026-09-10,电力,19763.49,0.97,44268160985.0,1.45,21.74,,BK0428
2026-09-10,股份制银行Ⅲ,2438.72,0.88,7782589032.0,0.33,6.07,,BK1610
2026-09-10,非银金融,2489.21,0.87,34781907789.0,0.78,7.99,,BK1203
2026-09-10,公用事业,9731.15,0.86,51163689231.0,1.53,21.76,,BK0427
2026-09-10,证券Ⅲ,142100.47,0.83,22224946682.0,0.82,12.65,,BK1366
2026-09-10,证券Ⅱ,142100.47,0.83,22224946682.0,0.82,12.65,,BK0473
2026-09-10,风电设备,1226.26,0.81,7538427171.0,2.56,73.51,,BK1032
2026-09-10,风力发电,2016.97,0.76,4913613540.0,1.04,36.82,,BK1374
2026-09-10,风电零部件,1856.94,0.71,4755586844.0,2.77,103.84,,BK1313
2026-09-10,信托,1932.41,0.66,384212721.0,0.8,13.41,,BK1363
2026-09-10,焦炭Ⅲ,878.78,0.65,2529684227.0,4.15,-15.3,,BK1492
2026-09-10,焦炭Ⅱ,878.78,0.65,2529684227.0,4.15,-15.3,,BK1249
2026-09-10,房屋建设Ⅲ,1970.22,0.65,1797764736.0,0.65,9.15,,BK1470
2026-09-10,房屋建设Ⅱ,1970.22,0.65,1797764736.0,0.65,9.15,,BK1246
2026-09-10,燃气Ⅲ,2011.68,0.47,6895528246.0,2.76,22.06,,BK1381
2026-09-10,燃气Ⅱ,2011.68,0.47,6895528246.0,2.76,22.06,,BK1028
2026-09-10,租赁,2982.59,0.44,522924667.0,0.78,9.01,,BK1365
2026-09-10,人工景区,3035.03,0.43,2065848706.0,6.26,113.09,,BK1562
2026-09-10,核力发电,623.91,0.32,1204299375.0,0.31,24.72,,BK1376
2026-09-10,电信运营商,1013.38,0.32,1508266710.0,0.18,16.65,,BK1587
2026-09-10,保险Ⅲ,1401.47,0.31,5410964099.0,0.22,5.22,,BK1358
2026-09-10,保险Ⅱ,1401.47,0.31,5410964099.0,0.22,5.22,,BK0474
2026-09-10,瓷砖地板,1493.38,0.3,1841163107.0,4.89,100.29,,BK1538
2026-09-10,其他黑色家电,2810.91,0.28,716854628.0,2.28,63.7,,BK1454
2026-09-10,水泥制品,2102.32,0.25,598747334.0,2.32,-22.47,,BK1463
2026-09-10,港口,1689.06,0.24,3793684345.0,0.67,13.3,,BK1481
2026-09-10,半导体设备,46881.45,0.21,21294810195.0,1.73,105.73,,BK1326
2026-09-10,自然景区,3154.02,0.2,2795806397.0,5.54,48.93,,BK1563
2026-09-10,集成电路封测,8522.79,0.2,15555469786.0,5.28,62.37,,BK1328
2026-09-10,防水材料,6764.97,0.17,540720184.0,1.76,-104.86,,BK1465
2026-09-10,高速公路,2720.11,0.13,1637277748.0,0.61,14.55,,BK1483
2026-09-10,金融信息服务,5314.13,0.11,1786992703.0,5.33,29.38,,BK1360
2026-09-10,端到端供应链服务,1634.48,0.09,539068572.0,3.25,50.19,,BK1491
2026-09-10,汽车服务,968.93,0.06,669803607.0,1.25,88.01,,BK1016
2026-09-10,建筑材料,3715.59,0.06,27935524556.0,1.97,156.06,,BK1208
2026-09-10,旅游及景区,3210.05,0.02,6337462834.0,5.21,78.87,,BK1272
2026-09-10,钢结构,2810.07,0.01,869183646.0,1.69,74.86,,BK1474
2026-09-10,空调,15665.49,0.0,2898279184.0,0.42,12.21,,BK1450
2026-09-10,教育,639.59,-0.08,3250785858.0,3.72,-181.68,,BK0740
2026-09-10,资产管理,3573.65,-0.08,523165574.0,1.46,24.35,,BK1364
2026-09-10,通信网络设备及器件,14967.69,-0.12,75193942072.0,3.04,70.61,,BK1591
2026-09-10,其他专业工程,3406.73,-0.15,4470087110.0,1.34,145.96,,BK1477
2026-09-10,分立器件,15291.19,-0.16,14511923262.0,2.25,-99.18,,BK1327
2026-09-10,水泥,26467.27,-0.19,2054327466.0,0.91,-200.66,,BK0424
2026-09-10,航天装备Ⅲ,4595.49,-0.2,3639707825.0,1.3,371.66,,BK1385
2026-09-10,航天装备Ⅱ,4595.49,-0.2,3639707825.0,1.3,371.66,,BK1232
2026-09-10,铁路公路,8631.1,-0.21,3539489804.0,0.48,16.51,,BK0421
2026-09-10,专业工程,3661.09,-0.21,6461513240.0,1.29,29.93,,BK1248
2026-09-10,铁路运输,1487.57,-0.26,1242194632.0,0.31,17.55,,BK1485
2026-09-10,化学工程,2513.65,-0.27,640652759.0,0.86,9.72,,BK1476
2026-09-10,钢铁管材,600.42,-0.27,374093261.0,1.57,16.71,,BK1368
2026-09-10,油气开采Ⅲ,3582.06,-0.27,2547138787.0,1.6,12.14,,BK1574
2026-09-10,油气开采Ⅱ,3582.06,-0.27,2547138787.0,1.6,12.14,,BK1276
2026-09-10,产业地产,2317.82,-0.31,613405216.0,0.54,-7.03,,BK1344
2026-09-10,厨房电器,8573.88,-0.33,725856037.0,1.62,44.44,,BK1451
2026-09-10,被动元件,12582.11,-0.35,17103200059.0,4.48,61.63,,BK1339
2026-09-10,黑色家电,4165.54,-0.37,1445759735.0,1.09,22.67,,BK1241
2026-09-10,其他能源发电,1501.75,-0.39,84230454.0,0.7,33.53,,BK1378
2026-09-10,机场,1806.73,-0.41,491605805.0,0.58,25.8,,BK1480
2026-09-10,长材,536.16,-0.46,130199504.0,0.7,-5.55,,BK1369
2026-09-10,半导体材料,12479.13,-0.47,18010783596.0,2.53,391.23,,BK1325
2026-09-10,水泥制造,2086.59,-0.47,1455580132.0,0.66,-3444.93,,BK1464
2026-09-10,综合乘用车,2494.16,-0.47,1780605495.0,0.57,55.06,,BK1520
2026-09-10,交通运输,2517.84,-0.47,27796252123.0,0.81,18.96,,BK1210
2026-09-10,汽车经销商,1421.05,-0.48,184189926.0,0.93,68.14,,BK1523
2026-09-10,旅游综合,1821.48,-0.48,1475807731.0,4.04,237.18,,BK1561
2026-09-10,酒店,2452.2,-0.5,1500172288.0,4.7,25.13,,BK1560
2026-09-10,航空机场,4066.53,-0.51,1942249331.0,0.45,113.57,,BK0420
2026-09-10,原材料供应链服务,2973.84,-0.51,1243237482.0,1.21,-12.96,,BK1490
2026-09-10,集成电路制造,3563.23,-0.51,7393398398.0,1.04,131.93,,BK1329
2026-09-10,游戏Ⅲ,1328.08,-0.53,7910900110.0,2.28,22.98,,BK1301
2026-09-10,游戏Ⅱ,1328.08,-0.53,7910900110.0,2.28,22.98,,BK1046
2026-09-10,航运港口,12948.11,-0.54,17675483018.0,1.22,13.37,,BK0450
2026-09-11,通信线缆及配套,27073.48,5.84,50462477548.0,10.23,71.32,,BK1592
2026-09-11,玻纤制造,16809.98,4.67,26316878328.0,8.59,61.95,,BK1462
2026-09-11,地面兵装Ⅲ,4025.73,4.48,11890861509.0,7.45,306.72,,BK1382
2026-09-11,地面兵装Ⅱ,4025.73,4.48,11890861509.0,7.45,306.72,,BK1229
2026-09-11,其他数字媒体,947.2,3.78,1218576677.0,13.07,-103.29,,BK1295
2026-09-11,印制电路板,13652.15,3.28,114457506345.0,7.66,72.42,,BK1340
2026-09-11,文字媒体,2785.65,3.2,2979839724.0,10.99,-52.12,,BK1298
2026-09-11,玻璃玻纤,69004.38,3.05,27515246209.0,5.46,100.99,,BK0546
2026-09-11,元件,62794.88,3.03,147734892615.0,7.9,70.97,,BK0459
2026-09-11,彩电,4437.43,2.5,1414374829.0,1.25,18.52,,BK1453
2026-09-11,被动元件,12882.65,2.39,33277386270.0,8.64,64.32,,BK1339
2026-09-11,玻璃制造,1904.3,1.61,1198367881.0,2.65,-18.26,,BK1461
2026-09-11,光伏发电,3310.52,1.44,5597105534.0,4.15,-120.33,,BK1375
2026-09-11,水力发电,4146.53,1.43,8946660340.0,0.84,20.02,,BK1380
2026-09-11,其他通信设备,5372.42,1.14,3129459927.0,4.33,61.4,,BK1590
2026-09-11,橡胶助剂,4354.76,1.09,1532738276.0,4.87,59.46,,BK1443
2026-09-11,影视动漫制作,3703.65,1.0,4888560166.0,4.67,-47.86,,BK1299
2026-09-11,电信运营商,1021.56,0.81,2506872672.0,0.3,16.78,,BK1587
2026-09-11,纺织鞋类制造,387.49,0.8,83483774.0,0.22,15.45,,BK1347
2026-09-11,影视院线,3595.15,0.54,5753578169.0,4.26,-51.4,,BK1222
2026-09-11,通信设备,24261.6,0.52,177507106252.0,5.82,70.76,,BK0448
2026-09-11,国有大型银行Ⅲ,3376.31,0.39,11461351084.0,0.17,8.01,,BK1611
2026-09-11,空调,15722.78,0.37,3871118417.0,0.62,12.22,,BK1450
2026-09-11,风电整机,1380.96,0.25,3633780648.0,2.69,51.45,,BK1314
2026-09-11,胶黏剂及胶带,2731.23,0.12,753225560.0,4.29,36.21,,BK1425
2026-09-11,视频媒体,859.05,0.11,2299394114.0,12.66,49.96,,BK1296
2026-09-11,风电设备,1227.41,0.09,11791124824.0,3.96,74.12,,BK1032
2026-09-11,国防军工,5631.46,0.07,73058722887.0,3.13,75.99,,BK1204
2026-09-11,风电零部件,1858.13,0.06,8157344175.0,4.76,104.44,,BK1313
2026-09-11,通信网络设备及器件,14975.38,0.05,107026828816.0,4.53,71.56,,BK1591
2026-09-11,军工电子Ⅲ,6307.9,0.04,22939695243.0,2.99,316.56,,BK1386
2026-09-11,军工电子Ⅱ,6307.9,0.04,22939695243.0,2.99,316.56,,BK1233
2026-09-11,综合乘用车,2493.48,-0.03,3675764971.0,1.02,55.72,,BK1520
2026-09-11,通信,7768.57,-0.04,187688914375.0,2.19,32.45,,BK1215
2026-09-11,黑色家电,4163.87,-0.04,2060767308.0,1.44,22.58,,BK1241
2026-09-11,体育Ⅲ,845.12,-0.1,262813290.0,1.66,-39.43,,BK1564
2026-09-11,体育Ⅱ,845.12,-0.1,262813290.0,1.66,-39.43,,BK1273
2026-09-11,数字媒体,6534.23,-0.11,10316488867.0,6.45,172.29,,BK1221
2026-09-11,核力发电,621.84,-0.33,1134518412.0,0.31,24.68,,BK1376
2026-09-11,航空装备Ⅲ,4306.33,-0.37,21495460356.0,2.16,77.19,,BK1384
2026-09-11,航空装备Ⅱ,4306.33,-0.37,21495460356.0,2.16,77.19,,BK1231
2026-09-11,膜材料,3533.42,-0.41,8229342040.0,4.34,118.33,,BK1439
2026-09-11,电视广播Ⅲ,1223.98,-0.44,1697720113.0,1.53,-56.19,,BK1291
2026-09-11,电视广播Ⅱ,1223.98,-0.44,1697720113.0,1.53,-56.19,,BK1219
2026-09-11,电力,19674.7,-0.45,49906452356.0,1.61,21.7,,BK0428
2026-09-11,乘用车,3460.11,-0.46,7035885322.0,1.04,37.73,,BK1262
2026-09-11,教育出版,2180.55,-0.48,839972334.0,0.82,13.75,,BK1290
2026-09-11,线缆部件及其他,3716.42,-0.52,22391036390.0,5.16,61.7,,BK1312
2026-09-11,风力发电,2006.23,-0.53,5254795586.0,1.17,36.47,,BK1374
2026-09-11,股份制银行Ⅲ,2425.17,-0.56,9333303401.0,0.45,6.04,,BK1610
2026-09-11,出版,1948.44,-0.67,5440806693.0,2.22,19.91,,BK1218
2026-09-11,快递,5230.6,-0.7,1494472859.0,0.73,13.24,,BK1489
2026-09-11,传媒,9809.04,-0.74,43155941884.0,2.89,49.66,,BK0486
2026-09-11,广告媒体,2258.08,-0.76,639082975.0,0.86,25.03,,BK1292
2026-09-11,大众出版,1723.41,-0.78,4600834358.0,3.45,35.25,,BK1289
2026-09-11,清洁小家电,1945.68,-0.8,1317186898.0,0.98,21.49,,BK1459
2026-09-11,航天装备Ⅲ,4557.46,-0.83,3860263692.0,1.46,368.01,,BK1385
2026-09-11,航天装备Ⅱ,4557.46,-0.83,3860263692.0,1.46,368.01,,BK1232
2026-09-11,纺织服装设备,3412.29,-0.83,1621338454.0,2.95,61.79,,BK1401
2026-09-11,跨境电商,2534.5,-0.87,1329029688.0,5.54,38.11,,BK1547
2026-09-11,教育运营及其他,1307.34,-0.89,1505158685.0,10.51,-121.49,,BK1556
2026-09-11,白色家电,3238.35,-0.89,4822159822.0,0.63,14.0,,BK1239
2026-09-11,医美服务,619.81,-0.9,19358732.0,0.64,-10.07,,BK1499
2026-09-11,集成电路制造,3530.52,-0.92,20123585102.0,2.07,130.79,,BK1329
2026-09-11,粮食种植,1024.02,-0.92,1451176633.0,4.07,298.79,,BK1515
2026-09-11,其他电子Ⅲ,14573.41,-0.92,17380816259.0,4.58,40.79,,BK1336
2026-09-11,其他电子Ⅱ,14573.41,-0.92,17380816259.0,4.58,40.79,,BK1223
2026-09-11,公用事业,9638.88,-0.95,56222843986.0,1.67,21.7,,BK0427
2026-09-11,国际工程,2491.86,-0.95,630899354.0,1.37,13.01,,BK1475
2026-09-11,火力发电,2416.04,-0.96,18895419968.0,1.9,14.66,,BK1377
2026-09-11,热力服务,3306.94,-0.98,5167431132.0,3.58,49.87,,BK1379
2026-09-11,广告营销,4680.49,-1.03,10825829398.0,3.08,108.82,,BK1220
2026-09-11,营销代理,4465.74,-1.06,10186746423.0,4.82,-520.07,,BK1293
2026-09-11,院线,618.27,-1.07,865018002.0,2.3,-69.86,,BK1300
2026-09-11,银行,4398.25,-1.09,30632089339.0,0.31,7.37,,BK1283
2026-09-11,银行Ⅱ,4398.25,-1.09,30632089339.0,0.31,7.37,,BK0475
2026-09-11,建筑材料,3674.97,-1.09,34088991075.0,2.46,156.59,,BK1208
2026-09-11,电子,12730.57,-1.1,488620163478.0,3.19,65.16,,BK1201
2026-09-11,厨房小家电,2007.66,-1.12,1103884141.0,1.98,24.69,,BK1457
2026-09-11,厨房电器,8475.67,-1.15,899055399.0,2.09,44.64,,BK1451
2026-09-11,特钢Ⅲ,2009.27,-1.15,1940368033.0,1.2,22.05,,BK1370
2026-09-11,特钢Ⅱ,2009.27,-1.15,1940368033.0,1.2,22.05,,BK1227
2026-09-11,硅料硅片,1836.58,-1.15,983723748.0,1.4,-7.15,,BK1319
2026-09-11,高速公路,2688.69,-1.16,1668191849.0,0.66,14.48,,BK1483
2026-09-11,小家电,2082.4,-1.16,2539034683.0,1.53,23.65,,BK1244
2026-09-11,化学工程,2483.47,-1.2,858625002.0,1.25,9.55,,BK1476
2026-09-11,火电设备,1418.76,-1.24,281090254.0,1.29,133.03,,BK1321
2026-09-11,配电设备,3328.27,-1.28,3349509026.0,2.22,23.68,,BK1310
2026-09-11,学历教育,1968.29,-1.28,277150598.0,2.67,-305.5,,BK1558
2026-09-11,城商行Ⅲ,1692.78,-1.32,7283591313.0,0.74,6.37,,BK1609
2026-09-11,熟食,2047.57,-1.32,217025510.0,1.14,365.67,,BK1584
2026-09-11,电动乘用车,4063.0,-1.34,3360120350.0,1.1,33.02,,BK1519
2026-09-11,油品石化贸易,3176.18,-1.35,1073525920.0,3.25,28.98,,BK1571
2026-09-11,通信服务,1039.41,-1.38,10181808122.0,0.86,18.41,,BK0736
2026-09-11,通信应用增值服务,4386.37,-1.38,4778250151.0,3.58,58.58,,BK1589
2026-09-11,其他饰品,549.09,-1.38,82663313.0,1.33,-22.17,,BK1356
2026-09-11,其他金属新材料,3571.07,-1.39,5919664235.0,5.44,81.0,,BK1619
2026-09-11,电能综合服务,3363.85,-1.41,4796864368.0,2.56,23.74,,BK1373
2026-09-11,门户网站,3009.92,-1.42,3440437631.0,3.19,111.28,,BK1294
2026-09-11,教育,630.49,-1.42,3538518468.0,4.42,-178.12,,BK0740
2026-09-14,医疗研发外包,8328.56,5.75,22047818331.0,4.29,34.76,,BK1600
2026-09-14,胶黏剂及胶带,2852.49,4.44,1535592568.0,8.55,37.87,,BK1425
2026-09-14,医疗服务,1398.78,4.09,26451593134.0,2.8,39.73,,BK0727
2026-09-14,诊断服务,5475.68,4.03,1117314013.0,3.01,-121.28,,BK1602
2026-09-14,横向通用软件,6345.45,3.96,15261732488.0,4.08,180.96,,BK1448
2026-09-14,商用载客车,3340.76,3.87,1097660667.0,2.07,12.96,,BK1531
2026-09-14,摩托车,3644.07,3.62,1474479873.0,0.59,30.17,,BK1521
2026-09-14,其他生物制品,7613.33,3.2,8235864504.0,1.55,49.83,,BK1596
2026-09-14,印制电路板,14086.27,3.18,107023372500.0,7.73,72.06,,BK1340
2026-09-14,综合乘用车,2571.15,3.11,2573254221.0,0.78,56.19,,BK1520
2026-09-14,磨具磨料,9259.86,3.04,11920509381.0,9.14,5599.18,,BK1397
2026-09-14,乘用车,3554.58,2.73,6637418228.0,0.91,38.31,,BK1262
2026-09-14,元件,64496.58,2.71,143874546418.0,8.11,70.9,,BK0459
2026-09-14,生物制品,973.14,2.7,11212185022.0,1.26,627.49,,BK1044
2026-09-14,商用车,2514.29,2.58,3118753663.0,1.32,23.46,,BK1264
2026-09-14,食品及饲料添加剂,2123.28,2.53,3386651983.0,1.5,17.86,,BK1429
2026-09-14,蓄电池及其他电池,2219.18,2.51,1982786985.0,3.27,-55.51,,BK1306
2026-09-14,摩托车及其他,3790.27,2.47,2209936043.0,0.81,26.85,,BK1263
2026-09-14,炭黑,1889.08,2.42,1231643061.0,5.65,73.31,,BK1442
2026-09-14,纺织鞋类制造,396.78,2.4,73269346.0,0.19,15.82,,BK1347
2026-09-14,半导体材料,12488.67,2.36,25240003969.0,4.24,389.58,,BK1325
2026-09-14,氨纶,2574.48,2.3,292932421.0,0.58,17.77,,BK1412
2026-09-14,激光设备,19596.85,2.21,12534820630.0,4.94,75.04,,BK1409
2026-09-14,电子化学品Ⅲ,3172.85,2.17,26578319209.0,4.4,102.33,,BK1332
2026-09-14,电子化学品Ⅱ,3172.85,2.17,26578319209.0,4.4,102.33,,BK1039
2026-09-14,原料药,3796.51,2.12,7077014920.0,2.43,54.34,,BK1595
2026-09-14,电动乘用车,4147.92,2.09,4064164006.0,1.34,33.62,,BK1519
2026-09-14,膜材料,3606.37,2.06,7560104956.0,4.23,120.53,,BK1439
2026-09-14,线下药店,3421.39,2.04,679762713.0,1.09,18.35,,BK1606
2026-09-14,个护小家电,820.32,2.04,134337327.0,0.78,40.74,,BK1458
2026-09-14,其他自动化设备,6877.07,2.03,8445983580.0,2.71,101.0,,BK1410
2026-09-14,橡胶助剂,4442.34,2.01,2000534492.0,4.52,62.36,,BK1443
2026-09-14,其他医疗服务,4100.99,1.99,472629278.0,2.3,-57.12,,BK1599
2026-09-14,化学制药,35084.73,1.98,27440600325.0,2.21,49.12,,BK0465
2026-09-14,医药生物,4518.95,1.97,90210468589.0,1.82,43.87,,BK1216
2026-09-14,疫苗,4027.98,1.95,2581605929.0,1.68,-13.2,,BK1598
2026-09-14,化学制剂,3707.22,1.92,20363585405.0,2.15,48.26,,BK1594
2026-09-14,医疗设备,5581.69,1.89,5841990527.0,1.8,41.41,,BK1605
2026-09-14,纺织化学制品,1543.9,1.89,2023945419.0,2.68,26.91,,BK1423
2026-09-14,磁性材料,5264.13,1.88,3592314371.0,1.29,52.56,,BK1618
2026-09-14,商用载货车,1847.87,1.87,2021092995.0,1.15,38.07,,BK1530
2026-09-14,成品家居,2521.89,1.85,1345054817.0,1.42,125.91,,BK1537
2026-09-14,面板,3276.73,1.83,13584566652.0,1.62,73.44,,BK1335
2026-09-14,电池化学品,10204.68,1.77,11977177330.0,1.67,26.99,,BK1302
2026-09-14,锂电专用设备,20119.06,1.68,2483665506.0,2.27,75.35,,BK1304
2026-09-14,电池,1262.22,1.63,41166370467.0,1.99,24.51,,BK1033
2026-09-14,调味发酵品Ⅲ,4792.53,1.62,5211881643.0,2.38,27.05,,BK1576
2026-09-14,调味发酵品Ⅱ,4792.53,1.62,5211881643.0,2.38,27.05,,BK1278
2026-09-14,改性塑料,6898.93,1.62,2901182173.0,1.93,47.13,,BK1437
2026-09-14,其他养殖,946.56,1.6,490813384.0,2.33,-222.8,,BK1510
2026-09-14,医院,6327.5,1.59,2813831511.0,2.13,50.24,,BK1601
2026-09-14,厨房电器,8610.3,1.59,653608679.0,1.41,45.09,,BK1451
2026-09-14,仪器仪表,21208.63,1.57,13302041260.0,2.68,148.69,,BK0458
2026-09-14,模拟芯片设计,6313.62,1.55,9953487785.0,1.98,344.61,,BK1330
2026-09-14,通信应用增值服务,4453.74,1.54,4121696312.0,3.24,59.1,,BK1589
2026-09-14,被动元件,13078.82,1.52,36851173917.0,9.28,65.58,,BK1339
2026-09-14,其他运输设备,1969.01,1.52,735456170.0,1.37,21.82,,BK1522
2026-09-14,其他专用设备,5487.73,1.52,19397434363.0,2.22,76.17,,BK1405
2026-09-14,自动化设备,10641.11,1.5,31195626848.0,2.09,86.55,,BK1237
2026-09-14,中药Ⅲ,1325.2,1.5,9064451198.0,1.51,27.78,,BK1608
2026-09-14,中药Ⅱ,1325.2,1.5,9064451198.0,1.51,27.78,,BK1040
2026-09-14,涂料油墨,3617.68,1.47,2182692324.0,3.59,108.16,,BK1430
2026-09-14,软件开发,1045.74,1.45,31432263135.0,2.76,308.21,,BK0737
2026-09-14,橡胶,1469.83,1.45,4167365628.0,3.17,99.26,,BK1018
2026-09-14,原材料供应链服务,2967.66,1.44,1118652807.0,1.22,-12.73,,BK1490
2026-09-14,非金属材料Ⅲ,1950.38,1.44,6075972558.0,3.15,-559.3,,BK1411
2026-09-14,非金属材料Ⅱ,1950.38,1.44,6075972558.0,3.15,-559.3,,BK1020
2026-09-14,综合环境治理,1744.78,1.42,1492010017.0,2.23,-23.82,,BK1391
2026-09-14,热力服务,3353.53,1.41,5580036716.0,3.54,50.79,,BK1379
2026-09-14,特种纸,2415.06,1.4,1574946342.0,3.36,30.17,,BK1545
2026-09-14,照明设备Ⅲ,2850.3,1.38,1096990792.0,1.11,81.8,,BK1460
2026-09-14,照明设备Ⅱ,2850.3,1.38,1096990792.0,1.11,81.8,,BK1245
2026-09-14,医药商业,1100.36,1.36,2589065458.0,1.21,18.01,,BK1042
2026-09-14,玻纤制造,17038.34,1.36,26281745714.0,8.3,62.65,,BK1462
2026-09-14,洗护用品,548.22,1.36,180558830.0,1.76,27.1,,BK1496
2026-09-14,棉纺,2549.38,1.35,600579624.0,1.29,15.98,,BK1349
2026-09-14,其他电子Ⅲ,14768.3,1.34,16383779928.0,4.51,41.1,,BK1336
2026-09-14,其他电子Ⅱ,14768.3,1.34,16383779928.0,4.51,41.1,,BK1223
2026-09-14,钛白粉,1783.19,1.32,706786810.0,1.52,67.44,,BK1421
2026-09-14,个护用品,629.35,1.31,1233543676.0,1.96,27.14,,BK1251
2026-09-14,硅料硅片,1860.36,1.29,803064757.0,1.14,-7.22,,BK1319
2026-09-14,钨,7956.13,1.29,4147100591.0,2.0,32.25,,BK1625
2026-09-14,生活用纸,1200.65,1.29,1052984845.0,2.02,27.15,,BK1495
2026-09-14,燃料电池,255.43,1.28,34829403.0,1.03,-6.85,,BK1305
2026-09-14,工控设备,5474.42,1.27,5211697590.0,1.28,47.57,,BK1407
2026-09-14,塑料,21158.85,1.27,15800994371.0,2.83,70.07,,BK0454
2026-09-14,配电设备,3370.33,1.26,3296688733.0,1.95,24.12,,BK1310
2026-09-14,电机Ⅲ,2271.73,1.24,2472344274.0,1.29,57.79,,BK1307
2026-09-14,电机Ⅱ,2271.73,1.24,2472344274.0,1.29,57.79,,BK1030
2026-09-14,纺织服装设备,3454.24,1.23,2045810286.0,3.96,63.01,,BK1401
2026-09-14,医疗器械,896.34,1.23,13452573450.0,1.31,42.95,,BK1041
2026-09-14,体外诊断,3270.74,1.21,3072935300.0,1.06,51.27,,BK1603
2026-09-14,物业管理,1786.78,1.18,556320888.0,1.25,-7.07,,BK1343
2026-09-14,农商行Ⅲ,479.69,1.16,2108091177.0,1.0,6.05,,BK1612
2026-09-14,电子,12878.49,1.16,429962094959.0,2.78,64.35,,BK1201
2026-09-14,汽车经销商,1410.04,1.16,223785995.0,1.21,67.36,,BK1523
2026-09-14,光学光电子,2024.39,1.16,31004961677.0,1.79,132.82,,BK1038
2026-09-14,锂电池,16934.59,1.16,24687911242.0,2.12,21.58,,BK1303
2026-09-14,保健品,3405.82,1.14,422719894.0,1.46,215.57,,BK1579
2026-09-14,综合电商,997.54,1.14,214013467.0,0.22,17.13,,BK1548
2026-09-15,钨,8423.96,5.88,12945516510.0,6.27,33.84,,BK1625
2026-09-15,风电零部件,1930.59,4.78,10241965795.0,5.3,109.1,,BK1313
2026-09-15,风电设备,1269.43,4.2,14444138192.0,4.44,76.44,,BK1032
2026-09-15,教育运营及其他,1238.7,2.88,1146717911.0,8.96,-111.79,,BK1556
2026-09-15,半导体设备,47312.18,2.86,36482739953.0,2.47,106.5,,BK1326
2026-09-15,集成电路封测,8597.05,2.35,15393311142.0,4.88,61.87,,BK1328
2026-09-15,锂电专用设备,20583.66,2.31,5199900855.0,3.69,78.26,,BK1304
2026-09-15,电子化学品Ⅲ,3239.32,2.1,31348819132.0,5.41,104.11,,BK1332
2026-09-15,电子化学品Ⅱ,3239.32,2.1,31348819132.0,5.41,104.11,,BK1039
2026-09-15,稀土,9088.23,1.97,3888723879.0,1.42,47.03,,BK1626
2026-09-15,膜材料,3672.02,1.82,12211071872.0,7.08,124.11,,BK1439
2026-09-15,半导体材料,12715.06,1.81,28119225937.0,4.02,396.98,,BK1325
2026-09-15,其他化学纤维,2959.02,1.79,1520944522.0,1.47,53.64,,BK1415
2026-09-15,半导体,2631.15,1.34,191371672167.0,2.72,75.96,,BK1036
2026-09-15,风电整机,1393.78,1.18,4202172396.0,3.09,52.02,,BK1314
2026-09-15,分立器件,15171.37,1.11,14562886069.0,3.12,-97.08,,BK1327
2026-09-15,数字芯片设计,23435.18,0.99,76062894130.0,2.35,50.9,,BK1331
2026-09-15,胶黏剂及胶带,2878.5,0.91,1729072026.0,10.07,38.26,,BK1425
2026-09-15,门户网站,3065.77,0.78,4974341453.0,5.54,111.75,,BK1294
2026-09-15,小金属,3741.83,0.74,26037242765.0,2.54,39.97,,BK1027
2026-09-15,风力发电,2013.22,0.65,5618073712.0,1.43,36.56,,BK1374
2026-09-15,印制电路板,14174.59,0.63,110017332188.0,8.04,72.42,,BK1340
2026-09-15,玻纤制造,17138.35,0.59,32793227889.0,8.8,64.73,,BK1462
2026-09-15,元件,64868.36,0.58,139242749043.0,7.94,71.24,,BK0459
2026-09-15,焦炭Ⅲ,827.97,0.55,2164723711.0,3.44,-14.4,,BK1492
2026-09-15,焦炭Ⅱ,827.97,0.55,2164723711.0,3.44,-14.4,,BK1249
2026-09-15,金属包装,2860.61,0.5,769371243.0,1.15,34.02,,BK1532
2026-09-15,氟化工,12901.27,0.49,5969542844.0,1.92,27.75,,BK1424
2026-09-15,磁性材料,5288.3,0.46,3093872133.0,1.18,52.7,,BK1618
2026-09-15,被动元件,13137.52,0.45,29225416854.0,7.66,65.86,,BK1339
2026-09-15,模拟芯片设计,6339.22,0.41,9233523283.0,1.7,346.55,,BK1330
2026-09-15,电池,1266.99,0.38,54534135780.0,2.35,23.84,,BK1033
2026-09-15,电子,12916.18,0.29,445339723589.0,2.84,64.72,,BK1201
2026-09-15,集成电路制造,3466.29,0.28,11517091650.0,1.24,130.78,,BK1329
2026-09-15,锂电池,16965.15,0.18,34149078585.0,2.66,20.67,,BK1303
2026-09-15,电池化学品,10222.25,0.17,13063675368.0,1.74,26.99,,BK1302
2026-09-15,油品石化贸易,3138.31,0.07,787750746.0,2.12,28.79,,BK1571
2026-09-15,塑料,21152.9,-0.03,22229644632.0,4.1,70.61,,BK0454
